ID,starttime,endtime,age,profile_gender,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,ethnicity_new,ethnicity_rc,Weight,RUK1,RUK2,RUK2_1,RUK2_2,RUK2_3,RUK2_4,RUK2_5,RUK3,RUK3_1,RUK3_2,RUK3_3,RUK4
430,11/07/2022,11/07/2022,44,2,3,3,1,7,1,1,1,0.538262474,2,1,2,3,1,1,1,1,4,2,4,3
431,11/07/2022,11/07/2022,34,2,6,2,2, ,3,1,1,1.248113414,5,1,4,4,4,4,4,1,3,3,3,3
432,11/07/2022,11/07/2022,46,2,3,2,1,99,1,1,1,0.534801489,3,1,4,4,4,4,4,1,4,2,3,3
433,11/07/2022,11/07/2022,41,1,3,1,1,6,2,1,1,0.618462538,3,1,2,3,2,2,1,1,4,4,2,2
434,11/07/2022,11/07/2022,59,1,2,5,1,2,2,1,1,0.825633984,3,1,1,1,1,1,1,1,3,3,5,4
435,11/07/2022,11/07/2022,72,2,4,11,1,1,1,1,1,0.881001872,3,1,2,3,2,2,3,1,3,3,3,3
436,11/07/2022,11/07/2022,66,2,4,5,2, ,1,1,1,0.713518233,3,1,3,2,1,1,1,1,3,2,3,3
437,11/07/2022,11/07/2022,55,2,2,3,1,1,2,1,1,0.856938597,3,1,1,3,2,1,2,1,3,3,3,4
438,11/07/2022,11/07/2022,54,1,3,4,1,1,2,1,1,1.228341091,3,1,2,3,4,4,4,1,4,4,4,3
439,11/07/2022,11/07/2022,36,2,2,8,1,3,1,1,1,0.852069805,2,1,3,3,2,3,2,1,2,2,3,3
440,11/07/2022,11/07/2022,46,2,4,8,1,2,1,1,1,0.944424189,2,1,2,2,1,2,1,1,3,2,2,3
441,11/07/2022,11/07/2022,60,2,1,8,1,3,1,1,1,1.019538321,2,1,1,2,2,1,2,1,4,3,2,3
442,11/07/2022,11/07/2022,72,1,2,8,1,1,1,1,1,0.648787291,3,1,3,2,2,2,2,1,2,2,2,3
443,11/07/2022,11/07/2022,50,1,2,11,1,4,1,2,1,0.97243172,2,1,2,2,2,3,2,1,1,1,2,3
444,11/07/2022,11/07/2022,63,2,1,8,1,3,1,5,2,1.019538321,2,1,2,3,1,1,1,1,4,3,3,3
445,11/07/2022,11/07/2022,61,2,2,8,1,2,1,1,1,0.87326922,2,1,2,2,1,1,1,1,5,3,4,3
446,11/07/2022,11/07/2022,72,2,3,10,2, ,1,1,1,0.533533772,2,1,3,3,2,2,2,1,2,1,4,3
447,11/07/2022,11/07/2022,43,2,4,4,1,1,1,1,1,0.841283089,4,1,1,2,1,2,1,1,4,4,4,4
448,11/07/2022,11/07/2022,68,2,1,11,1,1,1,1,1,0.682066866,3,1,1,3,2,1,2,1,3,2,2,2
449,11/07/2022,11/07/2022,76,2,2,9,1,7,1,1,1,0.752301571,3,1,2,3,2,2,3,1,3,3,3,3
450,11/07/2022,11/07/2022,57,2,6,5,1,1,1,1,1,0.759771528,4,1,3,3,1,1,2,1,2,2,2,3
451,11/07/2022,11/07/2022,38,2,2,1,1,2,1,1,1,0.54857063,3,1,2,2,2,2,2,1,4,2,4,3
452,11/07/2022,11/07/2022,61,2,3,9,1,98,1,1,1,0.860594835,3,1,2,2,4,4,2,1,4,2,3,3
453,11/08/2022,11/08/2022,73,1,6,4,2, ,3,1,1,1.843548325,3,1,2,2,1,2,1,1,4,4,4,3
454,11/07/2022,11/07/2022,39,1,1,11,1,4,1,1,1,0.66785987,2,1,2,2,1,2,1,1,2,2,4,3
455,11/07/2022,11/07/2022,64,2,1,5,1,1,4,1,1,1.106450653,4,1,3,3,2,3,2,1,3,3,3,3
456,11/07/2022,11/07/2022,67,2,6,4,1,2,2,1,1,0.791314873,2,1,2,4,1,2,3,1,3,3,3,3
457,11/07/2022,11/08/2022,56,2,5,8,1,1,2,1,1,0.891100151,4,1,1,3,1,2,2,1,4,3,5,3
458,11/07/2022,11/07/2022,72,2,3,7,99, ,2,1,1,0.988358038,3,1,4,3,1,1,1,1,5,5,5,4
459,11/07/2022,11/07/2022,70,1,5,2,1,2,2,1,1,0.712167873,3,1,3,2,3,2,2,1,1,2,2,3
460,11/07/2022,11/07/2022,49,1,6,11,1,4,1,1,1,1.381708148,2,1,2,2,1,2,2,1,3,3,3,3
461,11/07/2022,11/07/2022,35,2,6,10,2, ,1,1,1,0.482802892,3,1,4,4,4,4,4,1,4,3,3,4
462,11/07/2022,11/07/2022,66,2,1,2,2, ,3,1,1,1.837514635,5,1,1,1,1,1,1,1,5,5,5,3
463,11/07/2022,11/07/2022,62,2,6,6,2, ,2,1,1,0.638515486,3,1,2,2,2,2,2,1,4,2,4,3
464,11/07/2022,11/07/2022,69,2,3,2,1,1,2,1,1,0.843893597,2,1,3,3,1,2,1,1,3,3,3,3
465,11/07/2022,11/07/2022,30,2,3,3,1,2,1,10,2,0.79277175,2,1,2,2,3,3,3,1,3,3,3,3
466,11/07/2022,11/07/2022,60,2,5,9,1,1,2,1,1,1.672604225,3,1,4,4,4,4,4,1,5,5,5,3
467,11/07/2022,11/07/2022,48,2,3,1,2, ,3,1,1,1.136621941,2,1,2,3,2,2,2,1,4,2,2,3
468,11/07/2022,11/07/2022,74,1,1,8,1,1,1,1,1,0.649979685,2,1,2,3,2,2,1,1,3,2,2,3
469,11/07/2022,11/07/2022,69,2,3,4,1,1,2,1,1,0.872338629,3,1,2,2,1,2,2,1,4,3,4,3
470,11/07/2022,11/07/2022,66,2,5,8,1,1,2,1,1,0.826784122,2,1,1,2,1,1,1,1,3,3,3,3
471,11/07/2022,11/07/2022,58,2,5,8,1,1,2,1,1,1.200385021,3,1,2,3,1,1,1,1,4,3,4,3
472,11/08/2022,11/08/2022,47,1,5,7,2, ,3,17,2,2.789480387,1,1,3,3,3,3,2,1,3,4,4,3
473,11/07/2022,11/07/2022,71,2,6,5,1,1,2,1,1,0.884176118,3,1,2,2,2,2,1,1,4,2,4,3
474,11/07/2022,11/07/2022,72,2,5,9,1,1,2,1,1,0.825267379,3,1,2,3,2,2,2,1,3,3,3,3
475,11/07/2022,11/07/2022,51,2,3,8,1,1,2,1,1,1.182141443,3,1,2,1,1,1,1,1,3,3,3,3
476,11/07/2022,11/07/2022,77,1,4,8,2, ,2,1,1,0.680243181,3,1,2,3,1,2,1,1,4,4,3,3
477,11/07/2022,11/07/2022,41,2,5,1,1,1,2,1,1,0.540055705,3,1,1,4,2,2,4,1,3,2,4,4
478,11/07/2022,11/07/2022,53,2,1,1,1,2,1,1,1,1.38132963,2,1,2,3,1,1,1,1,4,2,3,3
479,11/07/2022,11/07/2022,48,2,5,6,1,1,2,1,1,0.738153019,2,1,2,3,3,3,2,1,3,2,3,3
480,11/07/2022,11/07/2022,78,1,1,5,1,1,2,1,1,0.78310709,2,1,1,3,1,2,2,1,3,3,2,2
481,11/07/2022,11/07/2022,37,1,2,11,1,1,2,1,1,0.741761574,4,1,3,3,1,3,1,1,4,4,4,2
482,11/07/2022,11/07/2022,45,2,3,8,2, ,3,1,1,1.505325163,3,1,1,1,1,1,1,1,3,3,3,4
483,11/07/2022,11/07/2022,65,1,2,3,1,3,1,1,1,1.186483957,3,1,2,3,1,1,1,1,3,3,3,3
484,11/07/2022,11/07/2022,75,1,4,1,1,1,1,1,1,0.87015446,3,1,2,2,3,3,2,1,2,2,3,3
485,11/07/2022,11/07/2022,50,2,4,2,1,2,2,1,1,1.305340054,2,1,2,3,1,2,2,1,4,4,4,3
486,11/07/2022,11/07/2022,45,1,3,8,1,1,1,1,1,1.341633393,5,1,1,3,4,4,2,1,3,3,3,4
487,11/07/2022,11/07/2022,40,2,5,9,1,2,1,1,1,0.408547876,2,1,4,4,4,4,4,1,5,2,5,3
488,11/07/2022,11/07/2022,58,2,4,3,1,6,2,19, ,0.841899168,4,1,3,1,3,3,3,1,4,5,4,3
489,11/07/2022,11/07/2022,30,2,3,11,1,2,1,1,1,0.786465039,2,1,3,1,3,1,2,1,5,2,1,3
490,11/07/2022,11/07/2022,61,1,5,8,1,1,2,1,1,0.928018027,2,1,2,2,3,2,2,1,3,3,3,3
491,11/07/2022,11/07/2022,61,2,3,6,1,7,1,1,1,1.157165125,2,1,3,3,2,3,2,1,4,4,3,3
492,11/07/2022,11/07/2022,36,1,3,10,1,2,1,1,1,1.157759409,2,1,1,3,2,3,1,1,2,1,4,3
493,11/07/2022,11/07/2022,65,1,3,3,1,1,2,1,1,0.804074186,4,1,1,3,1,1,1,1,3,3,3,3
494,11/07/2022,11/07/2022,36,1,2,5,99, ,1,9,2,1.023588327,2,1,3,3,3,3,3,1,2,5,4,3
495,11/07/2022,11/07/2022,69,2,4,11,1,4,1,1,1,0.893660512,2,1,1,2,1,2,1,1,3,3,3,3
496,11/07/2022,11/07/2022,76,1,3,6,1,3,1,1,1,0.71015953,2,1,3,1,1,2,2,1,2,2,2,3
497,11/07/2022,11/07/2022,66,2,2,11,1,4,1,1,1,0.69059788,2,1,2,2,2,2,1,1,3,2,2,3
498,11/07/2022,11/07/2022,68,2,6,4,1,1,2,1,1,0.884176118,3,1,1,3,1,1,1,1,3,3,3,3
499,11/07/2022,11/07/2022,63,2,5,1,1,1,2,1,1,0.831103707,4,1,2,2,3,3,3,1,4,4,4,3
500,11/07/2022,11/07/2022,70,2,2,5,1,2,1,1,1,0.651705081,2,1,1,1,1,1,2,1,3,3,3,3
501,11/07/2022,11/07/2022,76,2,2,8,1,1,1,1,1,0.679667427,3,1,3,3,2,2,3,1,4,2,2,3
502,11/07/2022,11/07/2022,60,2,2,7,1,1,2,1,1,0.943029886,3,1,1,1,1,1,1,1,4,3,4,4
503,11/07/2022,11/07/2022,57,2,2,6,1,7,2,6,2,0.823532117,1,1,3,3,3,4,3,1,5,5,4,3
504,11/07/2022,11/07/2022,76,2,3,4,1,1,2,1,1,0.872338629,3,1,2,1,1,1,2,1,4,4,4,3
505,11/07/2022,11/07/2022,53,1,6,5,1,2,1,1,1,0.855208308,2,1,2,2,1,1,1,1,2,1,3,3
506,11/08/2022,11/08/2022,78,2,4,3,1,1,2,1,1,2.14214987,3,1,4,4,4,4,4,1,3,3,3,2
507,11/07/2022,11/07/2022,31,1,3,3,1,2,2,1,1,0.710535014,3,1,3,2,2,3,3,1,2,2,4,3
508,11/07/2022,11/07/2022,78,2,3,5,1,1,1,1,1,0.772881542,1,1,4,4,4,4,4,1,3,3,3,3
509,11/07/2022,11/07/2022,71,2,3,9,1,1,2,1,1,0.815715006,3,1,1,2,1,1,1,1,4,3,3,4
510,11/07/2022,11/07/2022,74,1,6,3,1,6,2,1,1,0.621023081,4,1,4,1,3,3,3,1,5,5,5,4
511,11/07/2022,11/07/2022,64,2,4,10,1,6,2,1,1,1.209961304,3,1,2,2,2,2,2,1,3,3,3,3
512,11/08/2022,11/08/2022,76,2,3,1,1,1,2,1,1,1.757012702,3,1,1,2,1,1,1,1,5,5,5,3
513,11/07/2022,11/07/2022,49,1,3,3,1,2,1,1,1,1.210648958,3,1,3,2,1,2,1,1,2,2,3,3
514,11/08/2022,11/08/2022,68,2,3,4,2, ,2,1,1,0.660544824,3,1,2,3,1,1,1,1,3,5,3,4
515,11/07/2022,11/07/2022,40,1,6,6,1,99,2,1,1,2.289769841,3,1,4,4,4,4,4,1,5,5,5,3
516,11/08/2022,11/08/2022,41,1,4,9,1,2,1,19, ,1.44488944,2,1,2,2,2,3,3,1,2,4,2,3
517,11/07/2022,11/07/2022,55,1,2,8,1,7,1,1,1,1.057373436,2,1,1,3,2,2,1,1,1,1,2,3
518,11/07/2022,11/07/2022,49,2,1,11,1,4,1,1,1,0.616565917,2,1,2,2,1,2,1,1,4,3,4,3
519,11/07/2022,11/07/2022,83,1,3,6,2, ,2,1,1,0.557942246,2,1,1,3,1,2,1,1,2,3,4,3
520,11/07/2022,11/07/2022,59,1,4,8,1,2,1,1,1,0.949427469,2,1,2,1,3,3,1,1,3,3,4,3
521,11/07/2022,11/07/2022,75,2,1,9,1,7,1,1,1,0.752301571,3,1,2,3,1,1,2,1,3,2,2,3
522,11/07/2022,11/07/2022,41,2,3,9,1,1,1,1,1,0.87693286,2,1,1,3,2,2,2,1,2,2,2,3
523,11/07/2022,11/07/2022,71,2,4,4,1,1,2,1,1,1.063555249,3,1,2,2,1,1,1,1,5,5,5,3
524,11/07/2022,11/07/2022,62,2,3,6,1,1,2,1,1,0.792596781,3,1,2,2,1,2,2,1,5,5,5,3
525,11/07/2022,11/07/2022,37,2,2,3,1,3,4,19, ,1.132782375,3,1,2,2,3,2,2,1,3,2,2,2
526,11/07/2022,11/07/2022,35,2,2,9,1,1,4,1,1,1.292027048,3,1,2,3,2,1,2,1,2,2,2,3
527,11/07/2022,11/07/2022,59,2,3,7,1,3,1,1,1,0.834461445,3,1,2,3,1,1,1,1,4,2,5,3
528,11/07/2022,11/07/2022,70,1,5,9,2, ,3,1,1,1.631306631,3,1,2,2,1,1,1,1,3,3,3,3
529,11/07/2022,11/07/2022,46,1,2,7,1,2,1,1,1,1.497568813,3,1,2,3,2,1,2,1,3,3,2,3
530,11/07/2022,11/07/2022,67,2,3,2,2, ,2,1,1,1.407659819,4,1,1,3,1,1,2,1,3,3,3,3
531,11/07/2022,11/07/2022,44,2,3,2,1,1,2,1,1,1.109358953,2,1,2,2,2,3,2,1,3,3,3,4
532,11/08/2022,11/08/2022,75,1,3,2,1,6,2,1,1,1.275678617,2,1,2,3,3,3,3,1,3,3,3,3
533,11/07/2022,11/07/2022,66,2,3,8,1,1,2,1,1,0.815715006,4,1,2,3,1,1,1,1,3,5,3,3
534,11/07/2022,11/07/2022,48,1,4,8,1,1,2,1,1,3.512445579,3,1,1,2,1,1,1,1,5,5,5,3
535,11/08/2022,11/08/2022,76,2,3,8,1,3,1,1,1,0.745328093,3,1,3,2,1,2,1,1,4,4,4,3
536,11/07/2022,11/07/2022,38,2,6,1,1,1,2,1,1,0.540055705,3,1,2,2,2,3,2,1,3,3,3,3
537,11/07/2022,11/07/2022,67,2,3,7,1,1,2,1,1,1.030110897,2,1,1,3,1,1,1,1,5,2,5,3
538,11/07/2022,11/07/2022,68,2,3,11,1,1,2,1,1,0.817093016,3,1,2,3,1,2,2,1,3,2,3,3
539,11/07/2022,11/07/2022,69,2,2,5,1,1,2,1,1,0.820380405,4,1,1,3,1,1,2,1,5,5,5,4
540,11/07/2022,11/07/2022,61,1,2,8,1,3,1,1,1,0.986987247,3,1,1,2,2,1,2,1,3,3,3,3
541,11/07/2022,11/07/2022,26,2,4,3,1,2,1,1,1,0.96654731,2,1,2,2,2,2,2,1,4,2,2,3
542,11/07/2022,11/07/2022,67,1,5,11,1,4,1,1,1,0.71048452,2,1,2,3,1,1,1,1,3,3,3,3
543,11/07/2022,11/07/2022,74,2,6,5,2, ,3,1,1,0.927601494,2,1,2,2,2,2,2,1,3,3,3,3
544,11/07/2022,11/07/2022,69,1,4,6,1,1,2,2,1,0.949334535,5,1,2,3,1,2,2,1,4,4,4,3
545,11/07/2022,11/07/2022,64,1,4,7,1,1,2,1,1,1.409688695,3,1,4,3,4,2,3,1,3,3,3,3
546,11/07/2022,11/07/2022,66,1,1,6,1,1,1,1,1,0.648787291,2,1,2,3,2,1,1,1,4,4,4,3
547,11/07/2022,11/07/2022,71,2,2,8,1,1,1,1,1,0.679667427,3,1,2,3,1,1,2,1,3,4,3,3
548,11/07/2022,11/07/2022,42,2,1,4,1,1,2,1,1,0.733781909,2,1,2,2,1,2,1,1,3,2,3,3
549,11/07/2022,11/07/2022,58,1,2,6,1,2,2,1,1,0.829629303,3,1,2,3,1,1,1,1,1,3,5,3
550,11/07/2022,11/07/2022,24,1,2,7,1,2,1,9,2,1.023360955,2,1,2,3,3,3,3,1,3,3,3,3
551,11/07/2022,11/07/2022,41,2,2,4,2, ,2,1,1,0.753759032,2,1,3,2,4,2,1,1,4,5,4,2
552,11/07/2022,11/07/2022,19,1,1,9,2, ,3,4,1,1.197894404,3,1,2,2,2,2,2,1,4,4,2,2
553,11/07/2022,11/07/2022,32,2,5,6,1,2,2,1,1,0.886171943,3,1,1,1,1,1,1,1,5,5,5,3
554,11/07/2022,11/07/2022,56,2,4,5,1,3,1,1,1,0.904329686,3,1,1,1,1,1,1,1,4,4,4,3
555,11/07/2022,11/07/2022,55,2,5,4,1,2,1,9,2,0.754247884,2,1,2,2,3,3,3,1,5,5,3,3
556,11/07/2022,11/07/2022,38,1,4,3,2, ,3,1,1,1.102436499,2,1,4,4,1,1,1,1,4,4,4,3
557,11/07/2022,11/07/2022,45,1,2,3,1,2,1,1,1,0.593117773,3,1,2,3,1,2,2,1,2,2,4,3
558,11/08/2022,11/08/2022,34,1,4,11,2, ,2,1,1,1.149465456,2,1,3,3,3,3,3,1,4,4,4,3
559,11/07/2022,11/07/2022,33,2,3,10,1,5,1,1,1,0.766884271,2,1,3,1,2,1,2,1,5,1,4,3
560,11/07/2022,11/07/2022,36,2,4,6,99, ,4,1,1,0.881491365,3,1,1,2,1,3,1,1,3,3,3,4
561,11/07/2022,11/07/2022,28,2,4,1,1,2,2,1,1,1.181896988,2,1,2,3,2,2,4,1,4,2,4,3
562,11/07/2022,11/07/2022,52,2,6,11,1,7,2,1,1,0.817888491,3,1,2,2,1,1,1,1,5,3,5,3
563,11/08/2022,11/08/2022,68,1,5,10,2, ,2,1,1,1.213055988,3,1,2,3,1,1,1,1,4,5,4,3
564,11/07/2022,11/07/2022,36,2,3,9,1,2,1,1,1,0.569962605,1,1,3,2,1,2,1,1,4,1,4,3
565,11/07/2022,11/07/2022,53,2,2,10,1,2,1,1,1,0.853113482,2,1,1,3,2,1,2,1,3,3,3,3
566,11/07/2022,11/07/2022,43,2,2,8,1,2,1,1,1,0.536014498,1,1,2,2,3,1,1,1,5,3,2,3
567,11/07/2022,11/07/2022,56,1,1,3,1,2,1,1,1,0.865191322,2,1,2,3,2,2,1,1,2,2,2,3
568,11/07/2022,11/07/2022,72,1,3,5,1,1,2,1,1,0.832704635,3,1,1,3,1,1,1,1,2,3,3,3
569,11/07/2022,11/07/2022,60,2,4,9,1,3,3,1,1,1.380746442,3,1,1,2,1,1,2,1,4,4,4,3
570,11/07/2022,11/07/2022,74,2,3,9,1,1,2,1,1,0.815715006,2,1,1,2,1,1,1,1,3,2,3,3
571,11/07/2022,11/07/2022,42,1,3,5,1,1,2,1,1,1.616423784,3,1,2,3,2,1,3,1,4,4,4,3
572,11/07/2022,11/07/2022,65,2,4,8,1,1,2,1,1,0.994519728,3,1,4,2,1,1,2,1,3,3,3,3
573,11/07/2022,11/07/2022,49,2,4,5,1,1,2,1,1,0.671517363,2,1,1,1,1,2,1,1,5,3,3,3
574,11/07/2022,11/07/2022,64,2,6,10,1,1,2,1,1,0.848072657,5,1,3,3,3,3,3,1,3,3,3,4
575,11/07/2022,11/07/2022,40,2,4,6,1,1,2,1,1,0.627929077,3,1,2,2,2,2,2,1,3,3,3,4
576,11/07/2022,11/07/2022,64,1,3,3,2, ,2,1,1,0.952016291,2,1,2,1,1,3,1,1,3,3,4,3
577,11/07/2022,11/07/2022,52,1,1,8,2, ,3,1,1,0.856408062,3,1,2,2,2,2,2,1,3,3,3,4
578,11/07/2022,11/07/2022,50,1,3,9,1,2,1,1,1,0.780161099,2,1,3,3,3,3,2,1,3,3,3,3
579,11/07/2022,11/07/2022,46,1,5,8,1,1,2,1,1,0.798095361,2,1,1,2,2,2,2,1,3,3,3,3
580,11/07/2022,11/07/2022,41,2,3,2,1,2,1,1,1,0.79277175,2,1,2,1,1,1,1,1,4,3,3,3
581,11/07/2022,11/07/2022,66,2,1,5,1,99,3,1,1,0.862254336,2,1,1,2,2,1,2,1,4,3,4,3
582,11/07/2022,11/07/2022,28,2,1,7,1,1,4,1,1,1.631612917,2,1,2,2,2,2,1,1,1,2,2,2
583,11/07/2022,11/07/2022,24,2,3,8,1,2,3,1,1,0.877981703,2,1,3,2,3,2,2,1,3,1,1,3
584,11/07/2022,11/07/2022,61,2,6,8,1,1,2,1,1,0.803352186,5,1,2,2,2,2,2,1,3,3,3,3
585,11/07/2022,11/07/2022,70,1,2,5,1,1,2,1,1,0.784546347,3,1,2,3,1,3,1,1,3,3,3,4
586,11/07/2022,11/07/2022,72,1,2,11,1,1,2,1,1,0.733512552,1,1,3,3,1,1,1,1,4,4,4,3
587,11/07/2022,11/07/2022,56,2,1,1,1,1,2,1,1,0.856938597,3,1,2,3,1,3,1,1,3,3,3,3
588,11/07/2022,11/07/2022,56,2,1,11,1,4,1,1,1,1.004502749,3,1,2,3,4,2,2,1,3,3,5,3
589,11/08/2022,11/08/2022,67,2,6,3,1,2,3,1,1,1.035569902,2,1,2,3,2,2,1,1,3,3,3,3
590,11/08/2022,11/08/2022,72,1,3,8,2, ,3,1,1,1.609466442,2,1,2,4,4,1,1,1,3,4,4,3
591,11/07/2022,11/07/2022,67,2,3,3,1,2,1,1,1,1.360301932,2,1,1,3,1,1,1,1,3,2,4,3
592,11/07/2022,11/07/2022,67,1,2,6,1,1,1,1,1,0.648787291,3,1,1,3,1,4,2,1,4,3,4,4
593,11/07/2022,11/07/2022,54,1,4,9,1,6,2,1,1,0.876193334,4,1,1,1,1,1,1,1,3,3,3,3
594,11/07/2022,11/07/2022,54,1,3,2,1,3,3,1,1,1.112200495,2,1,2,3,1,1,1,1,4,2,5,3
595,11/07/2022,11/07/2022,31,2,3,7,1,2,1,9,2,1.037036877,2,1,1,2,1,1,1,1,4,4,4,3
596,11/07/2022,11/07/2022,67,2,6,8,99, ,4,19, ,0.820809765,3,1,2,2,3,3,3,1,3,4,3,4
597,11/07/2022,11/07/2022,69,1,3,9,1,1,1,1,1,0.688612198,3,1,2,3,1,1,1,1,2,2,2,3
598,11/07/2022,11/07/2022,46,2,4,8,1,1,2,1,1,0.886278525,2,1,3,2,2,3,2,1,4,3,3,3
599,11/07/2022,11/07/2022,42,2,5,3,2, ,3,1,1,1.248113414,3,1,2,2,1,3,2,1,3,2,3,2
600,11/07/2022,11/07/2022,69,1,2,2,1,3,1,1,1,0.568823083,3,1,2,2,2,2,2,1,3,3,3,3
601,11/07/2022,11/07/2022,48,2,2,6,1,1,2,1,1,0.932537137,3,1,2,3,1,2,2,1,4,3,3,2
602,11/07/2022,11/07/2022,73,2,2,9,1,1,1,1,1,0.680916575,3,1,2,2,1,1,1,1,4,4,4,3
603,11/07/2022,11/07/2022,65,2,1,9,2, ,1,1,1,0.48701392,3,1,1,3,2,1,1,1,3,3,3,3
604,11/07/2022,11/07/2022,66,2,4,8,1,1,2,1,1,0.994519728,4,1,2,3,2,2,1,1,4,2,2,3
605,11/07/2022,11/07/2022,64,2,1,2,1,1,2,1,1,0.855366536,3,1,2,2,2,2,3,1,3,2,3,3
606,11/07/2022,11/07/2022,70,2,4,10,1,1,2,1,1,0.948238087,2,1,2,2,2,2,2,1,3,3,2,2
607,11/07/2022,11/07/2022,54,2,5,9,1,99,1,1,1,0.510010043,2,1,2,3,1,2,1,1,2,2,3,3
608,11/07/2022,11/07/2022,50,2,2,4,1,2,1,1,1,0.701113045,2,1,1,3,1,1,1,1,3,2,3,3
609,11/07/2022,11/07/2022,47,2,3,2,1,2,1,1,1,0.412520273,5,1,2,2,1,2,1,1,3,2,2,3
610,11/07/2022,11/07/2022,41,1,4,4,99, ,2,1,1,1.366111781,4,1,4,4,4,4,4,1,3,3,3,4
611,11/07/2022,11/07/2022,72,2,6,11,1,4,1,1,1,0.74430124,2,1,4,4,4,4,4,1,3,3,3,3
612,11/07/2022,11/07/2022,49,2,4,6,2, ,2,1,1,1.324645908,4,1,2,1,1,2,1,1,5,5,5,3
613,11/07/2022,11/07/2022,32,2,3,2,1,2,1,6,2,0.58331397,2,1,2,2,1,3,1,1,4,5,3,4
614,11/07/2022,11/07/2022,62,2,5,8,1,1,2,1,1,1.855298217,2,1,2,2,1,1,2,1,5,5,4,3
615,11/07/2022,11/07/2022,49,1,3,2,1,7,1,1,1,0.82141404,3,1,3,2,3,3,2,1,4,3,5,3
616,11/07/2022,11/07/2022,69,1,3,9,1,1,2,1,1,0.77865366,3,1,1,3,1,1,1,1,5,5,5,4
617,11/07/2022,11/07/2022,56,2,2,3,1,2,1,1,1,0.89208599,2,1,2,3,1,1,1,1,4,4,4,3
618,11/07/2022,11/07/2022,29,2,4,5,2, ,3,4,1,1.353888113,2,1,4,4,4,4,4,1,3,3,3,4
619,11/08/2022,11/08/2022,74,1,6,1,1,1,2,1,1,0.816483184,2,1,4,4,4,4,4,1,3,3,3,3
620,11/07/2022,11/07/2022,57,2,1,3,1,2,2,1,1,0.675090116,3,1,1,2,1,1,1,1,4,3,4,3
621,11/07/2022,11/07/2022,49,2,4,5,1,1,2,1,1,0.949542325,3,1,1,3,1,1,1,1,5,5,5,2
622,11/07/2022,11/07/2022,66,2,2,2,1,2,1,1,1,0.6144383,3,1,4,4,4,4,4,1,3,4,4,3
623,11/07/2022,11/07/2022,61,2,4,10,1,1,2,1,1,0.921364017,2,1,2,3,1,1,1,1,3,3,3,3
624,11/07/2022,11/07/2022,45,2,3,2,1,7,1,1,1,1.032522499,2,1,3,3,2,1,1,1,3,2,2,3
625,11/07/2022,11/07/2022,72,2,6,1,1,1,2,1,1,0.855345091,3,1,1,2,2,1,2,1,3,3,3,3
626,11/07/2022,11/07/2022,39,2,5,1,1,1,2,1,1,0.76225133,5,1,4,4,1,4,1,1,3,3,3,4
627,11/07/2022,11/07/2022,59,2,5,6,1,2,2,1,1,0.709629706,2,1,4,3,4,1,4,1,3,3,3,3
628,11/07/2022,11/07/2022,61,1,6,8,1,1,2,1,1,1.01037904,3,1,2,2,1,2,1,1,2,2,5,2
629,11/07/2022,11/07/2022,73,1,3,9,1,1,2,1,1,0.77865366,3,1,2,2,1,2,1,1,2,3,4,3
630,11/08/2022,11/08/2022,77,2,4,3,1,1,2,1,1,1.028875065,3,1,1,1,1,1,1,1,3,3,3,3
631,11/07/2022,11/07/2022,57,2,2,5,1,1,2,1,1,0.884198286,3,1,3,2,1,2,1,1,3,2,3,4
632,11/07/2022,11/07/2022,57,1,2,10,1,3,1,1,1,0.893757657,2,1,2,2,1,1,2,1,3,2,4,3
633,11/07/2022,11/07/2022,67,1,6,3,2, ,2,1,1,0.654139022,2,1,2,3,1,3,1,1,3,3,3,3
634,11/07/2022,11/07/2022,42,1,5,3,1,2,2,19, ,0.721500454,4,1,4,4,4,4,4,1,3,3,3,4
635,11/07/2022,11/07/2022,38,2,6,6,2, ,3,1,1,0.732819112,2,1,3,3,1,3,1,1,1,1,1,3
636,11/07/2022,11/07/2022,64,2,5,4,1,1,2,1,1,0.859117632,3,1,2,2,1,1,1,1,3,3,3,3
637,11/07/2022,11/07/2022,49,2,4,3,1,2,2,1,1,0.80269304,2,1,2,2,1,2,1,1,4,3,4,3
638,11/07/2022,11/07/2022,24,2,4,11,1,4,1,1,1,0.875479288,3,1,4,4,4,4,4,1,3,3,3,3
639,11/07/2022,11/07/2022,30,1,3,3,1,6,2,1,1,1.08682528,3,1,1,1,1,1,1,1,5,5,5,2
640,11/07/2022,11/07/2022,65,2,4,5,1,1,2,1,1,1.063555249,3,1,2,3,2,2,2,1,4,3,3,3
641,11/07/2022,11/07/2022,67,1,5,8,2, ,2,1,1,0.565513429,4,1,1,1,1,1,1,1,5,5,5,2
642,11/07/2022,11/07/2022,60,1,5,8,1,1,2,9,2,1.164195734,3,1,2,3,1,2,2,1,3,4,4,3
643,11/07/2022,11/07/2022,26,2,1,5,1,7,1,1,1,1.468520847,3,1,2,2,3,3,1,1,5,5,5,3
644,11/08/2022,11/08/2022,68,1,5,2,1,1,2,1,1,1.69994337,2,1,2,2,1,2,3,1,2,2,2,3
645,11/07/2022,11/07/2022,66,1,5,1,2, ,3,1,1,0.906307402,1,1,1,3,1,1,1,1,3,3,4,3
